"","Predator","Prey","Year","Mean.consump","UCI","LCI","Mean.cb","UCI.cb","LCI.cb"
"7","All predators","Butterfish (Peprilus triacanthus)",1973,1.58484895947214,6.25293204395411,0.100213757533722,0.0555826897595888,0.205783230757771,0.0031650849176145
"15","All predators","Butterfish (Peprilus triacanthus)",1974,0,0,0,NA,0,0
"23","All predators","Butterfish (Peprilus triacanthus)",1975,0,0,0,NA,0,0
"31","All predators","Butterfish (Peprilus triacanthus)",1976,0,0,0,NA,0,0
"39","All predators","Butterfish (Peprilus triacanthus)",1977,0,0,0,NA,0,0
"47","All predators","Butterfish (Peprilus triacanthus)",1978,0.0169703638323249,0.0709549499164256,0.000534177959377048,6.6954053586417e-05,0.000471812677032943,1.19922750232991e-06
"55","All predators","Butterfish (Peprilus triacanthus)",1979,1.85627561393271,7.73081831697314,0.11888264150377,0.0414325322816624,0.253711047392571,0.000406094747192714
"63","All predators","Butterfish (Peprilus triacanthus)",1980,1.08934033255826,5.45224249968727,0.0153151276748726,0.0382532720839944,0.186568248898313,0.000530445479792442
"71","All predators","Butterfish (Peprilus triacanthus)",1981,0.419788555636903,1.52624326738584,0.0436840615005338,0.00161417625888314,0.00662555081969065,2.0194505459731e-05
"79","All predators","Butterfish (Peprilus triacanthus)",1982,14.1019295550975,45.9422280406054,2.19582934232409,0.0382222143685872,0.150066057779665,0.00124676585933326
"87","All predators","Butterfish (Peprilus triacanthus)",1983,1.73985554064705,5.57623198028926,0.0523308593959862,0.00860373584903932,0.0353191160923483,0.000243678964942622
"95","All predators","Butterfish (Peprilus triacanthus)",1984,0.162990368473017,0.90662146335546,0.00138368720264485,0.00681010504462114,0.034279620682534,5.43821943370007e-05
"103","All predators","Butterfish (Peprilus triacanthus)",1985,25.286847113408,80.0619840099281,3.55321906874257,0.0341308033383578,0.128907928814611,0.00170574417562199
"111","All predators","Butterfish (Peprilus triacanthus)",1986,1.94920187258747,7.96064302481489,0.25514333553329,0.00654788357547822,0.0290265454064812,0.000100006853917973
"119","All predators","Butterfish (Peprilus triacanthus)",1987,0.302994115060618,1.00220335537146,0.0236572415234361,0.000993797610703371,0.00513934708805319,9.53059961379131e-06
"127","All predators","Butterfish (Peprilus triacanthus)",1988,0.746374306891537,2.08607199850682,0.192854231028184,0.00205909601966351,0.0096391470856333,9.62740463567138e-05
"135","All predators","Butterfish (Peprilus triacanthus)",1989,0.660028075494333,1.83422574966298,0.131043248419448,0.00261186520835941,0.010032024487004,0.000142317778003519
"143","All predators","Butterfish (Peprilus triacanthus)",1990,10.2700625423493,31.9913938365486,1.63564062841018,0.0207683433034717,0.0816030118195408,0.000940776998990252
"151","All predators","Butterfish (Peprilus triacanthus)",1991,1.50448270692411,4.02508822378436,0.551357752001267,0.00305248791094463,0.0131681784631195,0.000144680908160386
"159","All predators","Butterfish (Peprilus triacanthus)",1992,1.39031157743132,3.61458747677533,0.514406986286585,0.00254933340264275,0.0100757843768101,0.000242288147485387
"167","All predators","Butterfish (Peprilus triacanthus)",1993,6.64586470091842,17.5108584362671,1.10128171630052,0.0181866996311403,0.0694594591906309,0.00037861892615807
"175","All predators","Butterfish (Peprilus triacanthus)",1994,1.50270295470809,3.48857082548798,0.38368636082537,0.00482565620494155,0.0160576135370709,0.000587436272500865
"183","All predators","Butterfish (Peprilus triacanthus)",1995,0.517512674857009,1.23633713861339,0.153781652283808,0.00157363227852082,0.00560861850260334,0.00010347574222675
"191","All predators","Butterfish (Peprilus triacanthus)",1996,1.04532311998656,3.55733020930254,0.182088292932303,0.00259808710304275,0.0138529916667707,6.62783234267147e-05
"199","All predators","Butterfish (Peprilus triacanthus)",1997,8.97583577403247,22.9810325274668,2.27619922104099,0.0246912501644168,0.117480623886625,0.00118969476045247
"207","All predators","Butterfish (Peprilus triacanthus)",1998,3.10682941180995,5.40059259280113,1.14554929672587,0.00767555935976959,0.0297129591093758,0.000718184837079981
"215","All predators","Butterfish (Peprilus triacanthus)",1999,7.27329975933676,16.9666953138104,1.90527674934437,0.0201419950362151,0.0901572349705895,0.000926333581216268
"223","All predators","Butterfish (Peprilus triacanthus)",2000,2.74836277980709,5.67358028686531,1.08026708277838,0.0103759183287633,0.0391106760082021,0.00114927892482913
"231","All predators","Butterfish (Peprilus triacanthus)",2001,1.62622422663229,4.2102432990742,0.58691734698832,0.00553272242862687,0.0244593686104874,0.000237765246807752
"239","All predators","Butterfish (Peprilus triacanthus)",2002,3.97393201379177,13.4035322810194,0.482492104823024,0.0126302247874406,0.0439811188409374,0.000299065456466245
"247","All predators","Butterfish (Peprilus triacanthus)",2003,4.0815390043963,11.9642378000714,0.668682438172165,0.0197880373331775,0.0877192132747613,0.00104168691889282
"255","All predators","Butterfish (Peprilus triacanthus)",2004,6.22851280004835,18.8284399643779,0.946385365624723,0.0218112344570156,0.0918767060152612,0.000755870741577267
"263","All predators","Butterfish (Peprilus triacanthus)",2005,1.39531574195521,4.38129074261932,0.274746504192728,0.00347295702422802,0.0186664629629445,4.25513271323043e-05
"271","All predators","Butterfish (Peprilus triacanthus)",2006,25.4173453988213,78.0813357065696,3.15998185546348,0.0503528639033781,0.214216549750147,0.00179091265027394
"279","All predators","Butterfish (Peprilus triacanthus)",2007,2.05844730460614,4.89930327404513,0.631182390851721,0.00497296412666052,0.0218382744015584,0.000273510900074145
"287","All predators","Butterfish (Peprilus triacanthus)",2008,3.83193739845219,10.0212254085774,0.638875718948317,0.00874677500659031,0.0376165083674329,0.000204744627068225
"295","All predators","Butterfish (Peprilus triacanthus)",2009,1.95963596334581,5.03400229009188,0.546184829944866,0.00599982014293643,0.031595419842042,0.000516658224904706
"303","All predators","Butterfish (Peprilus triacanthus)",2010,2.32705380292731,5.71763478210138,0.61731704973434,0.00547496555181057,0.0254834471183074,0.000205844822731213
"311","All predators","Butterfish (Peprilus triacanthus)",2011,8.11741998731166,23.3072553240417,2.17655812820406,0.0188644835534417,0.0729902275584703,0.0011735953671759
"319","All predators","Butterfish (Peprilus triacanthus)",2012,5.27435211324568,18.9068207653254,0.980703209594632,0.00818231731144955,0.0413441102532492,0.000217431287236547
"327","All predators","Butterfish (Peprilus triacanthus)",2013,3.18215843498308,10.9038854328945,0.886006654517259,0.0321000680940836,0.137760914689687,0.0015598263477118
"335","All predators","Butterfish (Peprilus triacanthus)",2014,27.6421147287581,106.194868440039,1.12608247291557,0.0789667239418894,0.389141610776542,0.00235860381787791
"343","All predators","Butterfish (Peprilus triacanthus)",2015,1.24546161247462,2.80125938855588,0.326494127854301,0.00343491308493987,0.0188178118889523,9.25688556321468e-05
"351","All predators","Butterfish (Peprilus triacanthus)",2016,46.1208253800188,191.759629851021,8.20861870831127,0.0802306358714843,0.350992118460051,0.004551398812894
"359","All predators","Butterfish (Peprilus triacanthus)",2017,0.0486212495052952,0.120841271125433,0.0114778878207586,0.000923269890141217,0.00349491826432386,4.19286191066311e-05
"367","All predators","Butterfish (Peprilus triacanthus)",2018,6.4571367658029,15.1049403777982,1.66157176379097,0.0158914481639303,0.0623331859969389,0.000755691318670404
"375","All predators","Butterfish (Peprilus triacanthus)",2019,0.833026244085845,1.92970682190556,0.198665959472923,0.0141220441803678,0.0497925662299667,0.000945194897663067
"383","All predators","Butterfish (Peprilus triacanthus)",2020,NA,0,0,NA,0,0
"391","All predators","Butterfish (Peprilus triacanthus)",2021,22.672815038141,79.273232323463,1.18430402896704,0.0476855183565437,0.265895790204168,0.000702153078728975
"399","All predators","Butterfish (Peprilus triacanthus)",2022,13.1999119268785,64.3365765408155,1.69008906602414,0.0296747670533527,0.174387922095208,0.000741054099187036
"407","All predators","Butterfish (Peprilus triacanthus)",2023,NA,0,0,NA,0.00838799265943712,3.64373551363048e-05
